title,artist,artist_popularity,followers
Parachute,Chris Stapleton,83,658937
All We Know,The Chainsmokers Featuring Phoebe Ryan,90,6359788
Just Hold On,Steve Aoki & Louis Tomlinson,80,2134425
Beibs In The Trap,Travis Scott,92,2509781
OOOUUU,Young M.A,64,514648
May We All,Florida Georgia Line Featuring Tim McGraw,88,1447173
Sleep Without You,Brett Young,73,160175
Drinkin' Too Much,Sam Hunt,76,1100313
Immortal,J. Cole,85,4644655
What They Want,Russ,84,1241586
Unsteady,X Ambassadors,80,878827
Too Much Sauce,DJ ESCO Featuring Future & Lil Uzi Vert,64,108265
How I'll Always Be,Tim McGraw,76,1935141
Hallelujah,Pentatonix,74,1830906
Shaky Shaky,Daddy Yankee,92,6318998
Key To The Streets,YFN Lucci Featuring Migos & Trouble,75,662494
We Know The Way,Opetaia Foa'i & Lin-Manuel Miranda,67,1846
Careless Whisper,Wham! Featuring George Michael,74,782469
Faith,George Michael,74,782469
Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,89,2590332
No Flockin,Kodak Black,87,2744907
Black Barbies,Nicki Minaj X Mike WiLL Made-It,90,9947575
Hate U Love U,Olivia O'Brien,75,232246
"Mary, Did You Know?",Pentatonix,74,1830906
Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",83,1859955
Change,J. Cole,85,4644655
Ville Mentality,J. Cole,85,4644655
For Whom The Bell Tolls,J. Cole,85,4644655
Six Feet Under,The Weeknd,95,9887917
Sidewalks,The Weeknd Featuring Kendrick Lamar,95,9887917
Foldin Clothes,J. Cole,85,4644655
4 Your Eyez Only,J. Cole,85,4644655
She's Mine Pt. 2,J. Cole,85,4644655
False Prophets,J. Cole,85,4644655
Everybody Dies,J. Cole,85,4644655
Come And See Me,PARTYNEXTDOOR Featuring Drake,80,1209404
Darlin' Don't Go,Sundance Head,36,6989
Deja Vu,Post Malone Featuring Justin Bieber,96,3309361
Setting The World On Fire,Kenny Chesney Featuring P!nk,74,1629010
Die For You,The Weeknd,95,9887917
This Is What You Came For,Calvin Harris Featuring Rihanna,87,10471070
Ride,twenty one pilots,84,7118604
Needed Me,Rihanna,92,20858192
One Dance,Drake Featuring WizKid & Kyla,100,18311734
Tiimmy Turner,Desiigner,78,1594338
Secrets,The Weeknd,95,9887917
Me And Your Mama,Childish Gambino,82,2748049
True Colors,The Weeknd,95,9887917
Middle Of A Memory,Cole Swindell,72,730770
All I Know,The Weeknd Featuring Future,95,9887917
That's My Girl,Fifth Harmony,80,4786824
False Alarm,The Weeknd,95,9887917
Attention,The Weeknd,95,9887916
Ordinary Life,The Weeknd,95,9887916
Stargirl Interlude,The Weeknd Featuring Lana Del Rey,95,9887916
Nothing Without You,The Weeknd,95,9887916
A Lonely Night,The Weeknd,95,9887916
Love To Lay,The Weeknd,95,9887916
Distraction,Kehlani,83,1251518
A Little More Summertime,Jason Aldean,78,2028807
Look Alive,Rae Sremmurd,84,2967520
Fade,Kanye West,90,6937297
Capsize,Frenship & Emily Warren,69,66719
Gold,Kiiara,77,387590
Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",90,5914044
Panda,Desiigner,78,1594338
Luv,Tory Lanez,86,1177169
My Way,Calvin Harris,87,10471070
Ain't My Fault,Zara Larsson,82,2192483
Move,Luke Bryan,80,2462725
Slumber Party,Britney Spears Featuring Tinashe,80,3939982
Vice,Miranda Lambert,69,1286090
Litty,Meek Mill Featuring Tory Lanez,80,1665873
Greenlight,Pitbull Featuring Flo Rida & LunchMoney Lewis,84,5139270
Infinite,Eminem,93,15210280
Send My Love (To Your New Lover),Adele,85,8650577
No Problem,Chance The Rapper Featuring Lil Wayne & 2 Chainz,83,2833154
Too Good,Drake Featuring Rihanna,100,18311738
We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,87,4047900
Hallelujah,Leonard Cohen,69,792375
We The People....,A Tribe Called Quest,71,715880
Setting Fires,The Chainsmokers Featuring XYLO,90,6359793
It Don't Hurt Like It Used To,Billy Currington,73,818037
Shout Out To My Ex,Little Mix,82,3654409
Wishing,"DJ Drama Featuring Chris Brown, Skeme & Lyquin",64,364617
"Sit Still, Look Pretty",Daya,78,558950
Money Longer,Lil Uzi Vert,90,3537958
No Limit,Usher Featuring Young Thug,82,5491286
I Know Somebody,LOCASH,61,88726
All Eyez,The Game Featuring Jeremih,76,1271677
"Wat U Mean (Aye, Aye, Aye)",Dae Dae,58,259629
Gangsta,Kehlani,83,1251518
Hymn For The Weekend,Coldplay,89,10976712
Froze,Meek Mill Featuring Lil Uzi Vert & Nicki Minaj,80,1665873
Offended,Meek Mill Featuring Young Thug & 21 Savage,80,1665873
"Two Birds, One Stone",Drake,100,18311742
On The Regular,Meek Mill,80,1665873
The Difference,Meek Mill Featuring Quavo,80,1665873
Blue Notes,Meek Mill,80,1665873
Blessed Up,Meek Mill,80,1665873
Cool Girl,Tove Lo,80,1361514
Into You,Ariana Grande,86,13055286
Controlla,Drake,100,18311744
A-YO,Lady Gaga,82,4552767
Perfect Illusion,Lady Gaga,82,4552767
This Girl,Kungs vs Cookin' On 3 Burners,71,310567
Why You Always Hatin?,YG Featuring Drake & Kamaiyah,81,1055878
CRZY,Kehlani,83,1251518
Lockjaw,French Montana Featuring Kodak Black,87,1427043
You & Me,Marc E. Bassy Featuring G-Eazy,75,142000
For Free,DJ Khaled Featuring Drake,83,1859955
Work From Home,Fifth Harmony Featuring Ty Dolla $ign,80,4786824
Blow Your Mind (Mwah),Dua Lipa,91,2695691
Different For Girls,Dierks Bentley Featuring Elle King,74,1170664
THat Part,ScHoolboy Q Featuring Kanye West,82,1663897
All In My Head (Flex),Fifth Harmony Featuring Fetty Wap,80,4786827
I Met A Girl,William Michael Morgan,49,16023
I Got The Keys,DJ Khaled Featuring Jay Z & Future,83,1859955
Just Like Fire,P!nk,84,3748959
Father Stretch My Hands Pt. 1,Kanye West,90,6937299
You Don't Own Me,Grace Featuring G-Eazy,63,91567
Peter Pan,Kelsea Ballerini,71,344158
Kids,OneRepublic,83,4218847
Forever Country,"Artists Of Then, Now & Forever",46,7301
Cranes In The Sky,Solange,66,454355
Low Life,Future Featuring The Weeknd,93,5968146
Make You Miss Me,Sam Hunt,76,1100315
Don't Touch My Hair,Solange Featuring Sampha,66,454355
LIFTED,CL,57,284549
Work,Rihanna Featuring Drake,92,20858201
I Took A Pill In Ibiza,Mike Posner,75,641967
Never Be Like You,Flume Featuring Kai,77,1403359
H.O.L.Y.,Florida Georgia Line,88,1447175
Mama Said,Lukas Graham,73,909645
Me Too,Meghan Trainor,80,4857804
Purple Lamborghini,Skrillex & Rick Ross,83,5938472
You Look Like I Need A Drink,Justin Moore,68,622077
No Shopping,French Montana Featuring Drake,87,1427043
7 Years,Lukas Graham,73,909645
Cancer,twenty one pilots,84,7118606
My PYT,Wale,77,1271118
Grass Ain't Greener,Chris Brown,91,5835958
Stressed Out,twenty one pilots,84,7118606
Don't Mind,Kent Jones,62,92482
Rise,Katy Perry,85,9247158
Make Me...,Britney Spears Featuring G-Eazy,80,3939982
She's Got A Way With Words,Blake Shelton,76,2973875
Childs Play,Drake,100,18311752
American Country Love Song,Jake Owen,70,772499
From The Ground Up,Dan + Shay,74,366307
Kill Em With Kindness,Selena Gomez,87,9011110
Famous,Kanye West,90,6937299
Cake By The Ocean,DNCE,78,1258726
Wicked,Future,93,5968146
Wyclef Jean,Young Thug,89,2590332
Record Year,Eric Church,75,1334881
Duele El Corazon,Enrique Iglesias Featuring Wisin,84,5710336
Church Bells,Carrie Underwood,74,2127753
Love Yourself,Justin Bieber,90,20138057
Nikes,Frank Ocean,85,3099196
Ivy,Frank Ocean,85,3099196
Pink + White,Frank Ocean,85,3099196
Solo,Frank Ocean,85,3099196
Nights,Frank Ocean,85,3099196
Uber Everywhere,MadeinTYO,76,416579
Hit Or Miss,Jacob Sartorius,58,464316
Fix,Chris Lane,69,109931
Toothbrush,DNCE,78,1258726
Pop Style,Drake Featuring The Throne,100,18311754
Lights Come On,Jason Aldean,78,2028807
Castaway,Zac Brown Band,75,918922
No Money,Galantis,78,1761417
Wasted Time,Keith Urban,77,2060762
Let It Go,James Bay,79,1638048
Sorry,Justin Bieber,90,20138059
Head Over Boots,Jon Pardi,73,368766
Bohemian Rhapsody,Panic! At The Disco,85,3757826
All The Way Up,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",72,381120
Close,Nick Jonas Featuring Tove Lo,77,2654298
Wake Up,Fetty Wap,82,2952032
My House,Flo Rida,81,5410241
Dangerous Woman,Ariana Grande,86,13055296
Lush Life,Zara Larsson,82,2192486
Holy Key,"DJ Khaled Featuring Big Sean, Kendrick Lamar & Betty Wright",83,1859957
Brand New,Ben Rector,63,144398
Wherever I Go,OneRepublic,83,4218849
Back On Road,Gucci Mane & Drake,89,1820369
P**** Print,Gucci Mane Featuring Kanye West,89,1820369
Light It Up,Major Lazer Featuring Nyla & Fuse ODG,85,3825699
Lost Boy,Ruth B,71,397731
Never Forget You,Zara Larsson & MNEK,82,2192486
Girls Talk Boys,5 Seconds Of Summer,79,2897210
Body Say,Demi Lovato,89,7724112
No,Meghan Trainor,80,4857809
M.I.L.F. $,Fergie,74,1878197
Night's On Fire,David Nail,62,171443
Ophelia,The Lumineers,78,2292213
Body,Dreezy Featuring Jeremih,63,235695
Pillowtalk,Zayn,83,3826363
"Me, Myself & I",G-Eazy x Bebe Rexha,89,2956811
T-Shirt,Thomas Rhett,81,1435090
Noise,Kenny Chesney,74,1629013
Came Here To Forget,Blake Shelton,76,2973875
Bored To Death,Blink-182,80,3606840
La Bicicleta,Carlos Vives & Shakira,80,1488388
Cut It,O.T. Genasis Featuring Young Dolph,67,444328
Oui,Jeremih,82,1923441
Wild Things,Alessia Cara,83,2764454
The Sound Of Silence,Disturbed,78,1806475
Messin' Around,Pitbull Featuring Enrique Iglesias,84,5139273
Still Here,Drake,100,18311758
Hype,Drake,100,18311758
Flexicution,Logic,92,2189706
Really Really,Kevin Gates,78,1532823
Think Of You,Chris Young Duet With Cassadee Pope,74,874411
Grammys,Drake Featuring Future,100,18311758
Try Everything,Shakira,85,9799853
Champions,"Kanye West, Gucci Mane, Big Sean, 2 Chainz, Travi$ Scott, Yo Gotti, Quavo, Desiigner",90,6937299
Dark Necessities,Red Hot Chili Peppers,86,6548125
2 Phones,Kevin Gates,78,1532823
Humble And Kind,Tim McGraw,76,1935145
What The World Needs Now Is Love,Broadway For Orlando,8,55
Ain't No Stopping Us Now,Kane Brown,77,555318
Kiss It Better,Rihanna,92,20858215
Exchange,Bryson Tiller,82,2298889
Somewhere On A Beach,Dierks Bentley,74,1170666
Sweatshirt,Jacob Sartorius,58,464316
With You,Drake Featuring PARTYNEXTDOOR,100,18311759
Might Not,Belly Featuring The Weeknd,69,96918
Faded,Alan Walker,84,2394365
Middle,DJ Snake Featuring Bipolar Sunshine,82,2540530
My Church,Maren Morris,85,169218
Snapback,Old Dominion,74,284503
Nothing Is Promised,Mike WiLL Made-It x Rihanna,75,478314
Mind Reader,Dustin Lynch,73,568209
Feel No Ways,Drake,100,18311759
Law,Yo Gotti Featuring E-40,79,1524875
Piece By Piece,Kelly Clarkson,78,2840717
Moolah,Young Greatness,48,35773
Youth,Troye Sivan,80,1950996
My Boo,Ghost Town DJ's,22,6
If It Ain't Love,Jason Derulo,87,4707407
9,Drake,100,18311761
One Call Away,Charlie Puth,87,4047906
Lonesome Broken And Blue,Adam Wakefield,33,2895
U With Me?,Drake,100,18311762
Fire & Desire,Drake,100,18311762
Redemption,Drake,100,18311762
Down That Road,Alisan Porter,39,8716
Stitches,Shawn Mendes,89,7976748
Roses,The Chainsmokers Featuring Rozes,90,6359796
Don't,Bryson Tiller,82,2298889
Weston Road Flows,Drake,100,18311762
Keep The Family Close,Drake,100,18311762
Faithful,Drake Featuring Pimp C & dvsn,100,18311762
Blessings,Chance The Rapper Featuring Ty Dolla $ign,83,2833156
Promise,Kid Ink Featuring Fetty Wap,77,1600958
Go Ahead And Break My Heart,Blake Shelton Featuring Gwen Stefani,76,2973874
Ain't Your Mama,Jennifer Lopez,79,4236264
I Like The Sound Of That,Rascal Flatts,73,1221783
Confession,Florida Georgia Line,88,1447177
Team,Iggy Azalea,75,2886842
True Colors,Zedd & Kesha,87,2577598
Views,Drake,100,18311763
Summer Sixteen,Drake,100,18311763
Purple Rain,Prince And The Revolution,74,2011830
When Doves Cry,Prince,74,2011830
Little Red Corvette,Prince,74,2011830
Kiss,Prince And The Revolution,74,2011830
Let's Go Crazy,Prince And The Revolution,74,2011830
1999,Prince,74,2011830
Raspberry Beret,Prince And The Revolution,74,2011830
I Would Die 4 U,Prince And The Revolution,74,2011830
Jumpman,Drake & Future,100,18311763
Back To Sleep,Chris Brown,91,5835959
You Should Be Here,Cole Swindell,72,730774
New Level,A$AP Ferg Featuring Future,82,1158398
Company,Justin Bieber,90,20138074
Acquainted,The Weeknd,95,9887920
That Don't Sound Like You,Lee Brice,71,650541
Hands To Myself,Selena Gomez,87,9011115
Hello,Adele,85,8650583
Down In The DM,Yo Gotti Featuring Nicki Minaj,79,1524876
The Hills,The Weeknd,95,9887920
New Romantics,Taylor Swift,91,11084866
Drunk On Your Love,Brett Eldredge,71,540139
Saved,Ty Dolla $ign Featuring E-40,92,1599928
Little Bit Of You,Chase Bryant,53,69595
Might Be,DJ Luke Nasty,54,36706
Pt. 2,Kanye West,90,6937299
Jimmy Choo,Fetty Wap,82,2952032
Let Me Love You,Ariana Grande Featuring Lil Wayne,86,13055314
Fast Car,Jonas Blue Featuring Dakota,81,678365
Die A Happy Man,Thomas Rhett,81,1435092
Nobody To Blame,Chris Stapleton,83,658937
Waves,Kanye West,90,6937299
Sugar,Robin Schulz Featuring Francesco Yates,82,1310744
Ultralight Beam,Kanye West,90,6937299
Victorious,Panic! At The Disco,85,3757829
Hotline Bling,Drake,100,18311765
When We Were Young,Adele,85,8650583
Best Friend,Young Thug,89,2590335
FML,Kanye West,90,6937300
Tennessee Whiskey,Chris Stapleton,83,658937
Real Friends,Kanye West,90,6937300
Beautiful Drug,Zac Brown Band,75,918922
Heartbeat,Carrie Underwood,74,2127755
Feedback,Kanye West,90,6937300
679,Fetty Wap Featuring Remy Boyz,82,2952032
What Do You Mean?,Justin Bieber,90,20138078
Say It,Tory Lanez,86,1177172
Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,80,4857810
White Iverson,Post Malone,96,3309368
Like I Would,Zayn,83,3826370
Stand By You,Rachel Platten,71,579021
I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,89,7976756
With Them,Young Thug,89,2590337
Home Alone Tonight,Luke Bryan Featuring Karen Fairchild,80,2462727
Digits,Young Thug,89,2590337
Something In The Way You Move,Ellie Goulding,81,4487361
Make Me Like You,Gwen Stefani,75,1766737
Be Alright,Ariana Grande,86,13055316
Hide Away,Daya,78,558950
Here,Alessia Cara,83,2764457
Same Old Love,Selena Gomez,87,9011118
Ex's & Oh's,Elle King,67,259683
In The Night,The Weeknd,95,9887922
Adventure Of A Lifetime,Coldplay,89,10976725
Backroad Song,Granger Smith,68,143373
Something New,Zendaya Featuring Chris Brown,82,1620639
Sorry Not Sorry,Bryson Tiller,82,2298890
Can't Feel My Face,The Weeknd,95,9887922
We Went,Randy Houser,65,339227
Break On Me.,Keith Urban,77,2060763
Watch Out,2 Chainz,88,2518179
Get Ugly,Jason Derulo,87,4707407
Gotta Lotta,2 Chainz Featuring Lil Wayne,88,2518179
Antidote,Travis Scott,92,2509786
Lean On,Major Lazer & DJ Snake Featuring MO,85,3825702
See You Again,Wiz Khalifa Featuring Charlie Puth,88,6643999
Hello Friday,Flo Rida Featuring Jason Derulo,81,5410242
Perfect,One Direction,84,9003427
$ave Dat Money,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,81,753532
Til It Happens To You,Lady Gaga,82,4552768
Walking On A Dream,Empire Of The Sun,69,655775
History,One Direction,84,9003428
Wildest Dreams,Taylor Swift,91,11084872
Dibs,Kelsea Ballerini,71,344158
Out Of The Woods,Taylor Swift,91,11084872
Hollow,Tori Kelly,74,1221422
Look At My Dab,Migos,93,4750637
I Love This Life,LOCASH,61,88727
Uptown Funk!,Mark Ronson Featuring Bruno Mars,74,405801
Break Up In A Small Town,Sam Hunt,76,1100316
On My Mind,Ellie Goulding,81,4487361
Confident,Demi Lovato,89,7724121
Stay A Little Longer,Brothers Osborne,68,209254
All I Ask,Adele,85,8650583
Good To Be Alive (Hallelujah),Andy Grammer,73,444878
Bang My Head,David Guetta Featuring Sia & Fetty Wap,90,12933416
Irresistible,Fall Out Boy,84,4162547
Do It Like Me,DLOW,41,25142
Dessert,Dawin,62,176805
Bake Sale,Wiz Khalifa Featuring Travi$ Scott,88,6644000
Die A Happy Man,Nelly,77,968757
WTF (Where They From),Missy Elliott Featuring Pharrell Williams,75,714581
Whisper,Chase Rice,70,343374
The Fix,Nelly Featuring Jeremih,77,968757
No Role Modelz,J. Cole,85,4644663
Again,Fetty Wap,82,2952032
Big Rings,Drake & Future,100,18311774
Country Nation,Brad Paisley,71,1083335
Back Up,DeJ Loaf Featuring Big Sean,71,772797
Jam,"Kevin Gates Featuring Trey Songz, Ty Dolla $ign & Jamie Foxx",78,1532824
Alive,Sia,88,5791297
Play No Games,Big Sean Featuring Chris Brown & Ty Dolla $ign,88,3736809
I Got The Boy,Jana Kramer,55,210791
Mr. Misunderstood,Eric Church,75,1334882
Focus,Ariana Grande,86,13055321
Gonna Know We Were Here,Jason Aldean,78,2028809
Emperor's New Clothes,Panic! At The Disco,85,3757831
Bottom Of The Bottle,Curren$Y Featuring August Alsina & Lil Wayne,65,351411
Locked Away,R. City Featuring Adam Levine,66,90684
I'll Show You,Justin Bieber,90,20138085
New Americana,Halsey,87,2920680
Death Of A Bachelor,Panic! At The Disco,85,3757831
Lay It All On Me,Rudimental Featuring Ed Sheeran,84,668778
Right Hand,Drake,100,18311776
Come Get Her,Rae Sremmurd,84,2967522
Ginza,J Balvin,95,6208615
Trap Queen,Fetty Wap,82,2952032
Lazarus,David Bowie,80,2501106
Space Oddity,David Bowie,80,2501106
Under Pressure,Queen & David Bowie,80,2501106
Blackstar,David Bowie,80,2501106
Used To Love You,Gwen Stefani,75,1766738
Gonna,Blake Shelton,76,2973880
RGF Island,Fetty Wap,82,2952032
Where Ya At,Future Featuring Drake,93,5968153
Downtown,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",78,2073971
Top Of The World,Tim McGraw,76,1935148
Smoke Break,Carrie Underwood,74,2127755
Hit The Quan,iLoveMemphis,47,87009
Burning House,Cam,57,58577
Purpose,Justin Bieber,90,20138087
Liquor,Chris Brown,91,5835960
Stick Talk,Future,93,5968153
The Feeling,Justin Bieber Featuring Halsey,90,20138088
Zero,Chris Brown,91,5835960
Jugg,Fetty Wap Featuring Monty,82,2952032
Hallelujah,Lindsey Stirling,71,1101684
Little More (Royalty),Chris Brown,91,5835960
Mary Did You Know,Jordan Smith,49,43474
Good For You,Selena Gomez Featuring A$AP Rocky,87,9011122
Cheerleader,OMI,69,369109
Drag Me Down,One Direction,84,9003428
Burning House,Emily Ann Roberts,30,4296
Climb Every Mountain,Jordan Smith,49,43474
Back To Back,Drake,100,18311777
Nothin' Like You,Dan + Shay,74,366308
Strip It Down,Luke Bryan,80,2462730
God Only Knows,Jordan Smith & Adam Levine,49,43474
Somebody To Love,Jordan Smith,49,43474
Renegades,X Ambassadors,80,878831
Mark My Words,Justin Bieber,90,20138088
Already Callin' You Mine,Parmalee,59,68493
Random,G-Eazy,89,2956813
No Pressure,Justin Bieber Featuring Big Sean,90,20138089
Sorry,Rick Ross Featuring Chris Brown,81,1903482
Drifting,G-Eazy Featuring Chris Brown & Tory Lanez,89,2956813
My Way,Fetty Wap Featuring Monty,82,2952032
I'm Comin' Over,Chris Young,74,874411
Photograph,Ed Sheeran,96,21431815
How Deep Is Your Love,Calvin Harris & Disciples,87,10471091
No Sense,Justin Bieber Featuring Travi$ Scott,90,20138089
Daddy,PSY Featuring CL,62,929700
Girls Just Want To Have Fun,Madi Davis,21,3247
Let Me See Ya Girl,Cole Swindell,72,730775
Remedy,Adele,85,8650583
Life Is Worth Living,Justin Bieber,90,20138089
Love Myself,Hailee Steinfeld,87,1868638
Rich $ex,Future,93,5968157
Great Is Thy Faithfulness,Jordan Smith,49,43474
Break Up With Him,Old Dominion,74,284503
Children,Justin Bieber,90,20138091
Been You,Justin Bieber,90,20138091
If I Could Fly,One Direction,84,9003430
Olivia,One Direction,84,9003430
We Are,Justin Bieber Featuring Nas,90,20138091
Get Used To It,Justin Bieber,90,20138091
A.M.,One Direction,84,9003430
Temporary Fix,One Direction,84,9003430
Trust,Justin Bieber,90,20138091
Never Enough,One Direction,84,9003430
Shut Up And Dance,WALK THE MOON,75,862652
Thinking Out Loud,Ed Sheeran,96,21431815
Fight Song,Rachel Platten,71,579022
Writing's On The Wall,Sam Smith,88,5180073
Anything Goes,Florida Georgia Line,88,1447180
Cool For The Summer,Demi Lovato,89,7724127
Comfortable,K Camp,68,690426
Save It For A Rainy Day,Kenny Chesney,74,1629016
Diamonds Dancing,Drake & Future,100,18311784
Traveller,Chris Stapleton,83,658937
Hold My Hand,Jess Glynne,85,732050
Levels,Nick Jonas,77,2654303
Thriller,Michael Jackson,84,4738315
Want To Want Me,Jason Derulo,87,4707408
All Eyes On You,Meek Mill Featuring Chris Brown & Nicki Minaj,80,1665874
Scholarships,Drake & Future,100,18311784
Digital Dash,Drake & Future,100,18311784
Sugar,Maroon 5,89,10228832
Marvin Gaye,Charlie Puth Featuring Meghan Trainor,87,4047914
Used To Love You Sober,Kane Brown,77,555320
Gonna Wanna Tonight,Chase Rice,70,343374
Powerful,Major Lazer Featuring Ellie Goulding & Tarrus Riley,85,3825702
100,The Game Featuring Drake,100,18311784
Worth It,Fifth Harmony Featuring Kid Ink,80,4786833
Lose My Mind,Brett Eldredge,71,540141
